DATA,"ALT_CARREC","CARREC","TEMA","GRUP_INTERES","ESTAT_REGISTRE","NUMERO_REGISTRE","LLOC","TIPUS_ACTIVITAT","ACTIVITAT",PARTICIPANTS,HORES_ALT_CARREC,"CODI_ENS","NOM_ENS"
"2024/04/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: 4a edició Primavera Pop 40 principales 2024",,,,"C.C. ESCARDÍVOL","Activitat institucional","Acte","5","4.00","818460009","Ajuntament de Rubí"
"2024/04/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","44è cros escolar de Rubí",,,,"Circuits de l'estadi d'atletisme de Can Roses","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/04/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cantada caramelles i recepció institucional",,,,"Plaça República","Activitat institucional","Acte","11","3.00","818460009","Ajuntament de Rubí"
"2024/04/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ofrena floral amb motiu de la 93a commemoració del Dia de la República",,,,"Plaça República","Activitat institucional","Acte","11","3.00","818460009","Ajuntament de Rubí"
"2024/04/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/04/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Consell d'administració PROURSA",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/04/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/04/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jubilació",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","0.75","818460009","Ajuntament de Rubí"
"2024/04/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/04/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Presentació conte infantil Les aventures d'en Bòjum - Soc en Bòjum",,,,"EL CELLER","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/04/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Sant Jordi",,,,"PLAÇA DOCTOR GUARDIET","Activitat institucional","Acte","5","4.00","818460009","Ajuntament de Rubí"
"2024/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","14","3.00","818460009","Ajuntament de Rubí"
"2024/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Dia de les Esquadres",,,,"TEATRE LA SALA","Activitat institucional","Acte","6","2.50","818460009","Ajuntament de Rubí"
"2024/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lliurament premis XXIè concurs literari de Poesia i Narrativa",,,,"CASAL GENT GRAN","Activitat institucional","Acte","2","1.50","818460009","Ajuntament de Rubí"
"2024/04/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/04/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa informa - Protocol d'actuació en cas d'incendi",,,,"ESCOLA JOAN MARAGALL","Activitat institucional","Reunió","6","2.00","818460009","Ajuntament de Rubí"
"2024/04/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/05/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ballada del Dia Internacional de la Dansa",,,,"Rambla Ferrocarril","Activitat institucional","Acte","4","3.00","818460009","Ajuntament de Rubí"
"2024/05/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària",,,,"RESIDÈNCIA AMANECER [AS-15]","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/05/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","20è aniversari CEE CA N'ORIOL",,,,"CEE CA N'ORIOL","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/05/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cursa de la dona",,,,"Rubí ciutat","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/05/06","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Salutació als alumnes participants a l'Inici RUBIMPIADES",,,,"COMPLEX ESPORTIU CAN ROSÉS/CAMP DE FUTBOL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Innpulso Emprende (Barakaldo-Bizcaia)",,,,"Barakaldo","Activitat institucional","Acte","4","10.00","818460009","Ajuntament de Rubí"
"2024/05/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/05/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Celebració Cruz de Mayo de la Casa de Andalucía",,,,"Rambla del Ferrocarril","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2024/05/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Eleccions Parlament de Catalunya",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","12.00","818460009","Ajuntament de Rubí"
"2024/05/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal extraordinari",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/05/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/05/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Activitat esportiva gent gran - Activa't per la salut",,,,"PAVELLÓ POLIESPORTIU DE LA LLANA","Activitat institucional","Acte","4","3.25","818460009","Ajuntament de Rubí"
"2024/05/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Fira de la Cervesa Artesana i el Formatge",,,,"EL CELLER","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cloenda projecte EINA",,,,"RUBÍ FORMA","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Teatre sense teatre",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Reunió","5","4.00","818460009","Ajuntament de Rubí"
"2024/05/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Comissions informatives Alcaldia",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","0.50","818460009","Ajuntament de Rubí"
"2024/05/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/05/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/05/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració Festa de Sant Cristòfol, 25 anys",,,,"ESPAI EXPOSITIU MUNICIPAL AULA CULTURAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/05/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita Regina Carmeli",,,,"Exterior","Activitat institucional","Reunió","4","1.00","818460009","Ajuntament de Rubí"
"2024/05/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció IRMANDADE GALEGA",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","6","1.00","818460009","Ajuntament de Rubí"
"2024/05/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/05/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/05/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/05/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Viatge assistència a Eurocities 2024 Cluj-Napoca (29 al 31)",,,,"Exterior","Activitat institucional","Acte","3","10.00","818460009","Ajuntament de Rubí"
"2024/06/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans:Rrandom",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","4","4.00","818460009","Ajuntament de Rubí"
"2024/06/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/06/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte reconeixement a les persones que han obtingut el certificat d'acollida 2023-24",,,,"ATENEU MUNICIPAL [AC-05]","Activitat institucional","Acte","2","2.00","818460009","Ajuntament de Rubí"
"2024/06/06","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Consell d'Administració Finca Font del Ferro",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2024/06/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita empresa BRUGAROLAS",,,,"Brugarolas","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2024/06/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Sopar 41a edició torneig esportiu CONVISPORT",,,,"ESCOLA MARISTES","Activitat institucional","Acte","5","1.50","818460009","Ajuntament de Rubí"
"2024/06/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Eleccions europees",,,,"Exterior","Activitat institucional","Acte","1","12.00","818460009","Ajuntament de Rubí"
"2024/06/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Festa Major 2024",,,,"MUSEU MUNICIPAL CASTELL [C-07]","Activitat institucional","Acte","4","4.00","818460009","Ajuntament de Rubí"
"2024/06/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","ASSOCIACIÓ DE LA GENT GRAN - Inauguració exposició de treballs manuals",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/06/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/06/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/06/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Salço Urban Rubí",,,,"Avinguda Estatut","Activitat institucional","Acte","5","2.00","818460009","Ajuntament de Rubí"
"2024/06/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RUBITEA - Festa d'estiu",,,,"Exterior","Activitat institucional","Acte","3","4.00","818460009","Ajuntament de Rubí"
"2024/06/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte signatura conveni amb PRODIS",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","3","0.50","818460009","Ajuntament de Rubí"
"2024/06/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Reunió","5","1.00","818460009","Ajuntament de Rubí"
"2024/06/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","14","3.00","818460009","Ajuntament de Rubí"
"2024/06/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/06/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Plenari Consell d'Infància i Adolescència",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","2","1.50","818460009","Ajuntament de Rubí"
"2024/06/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de proclamació dels vins guanyadors del Concurs de Vins Joves 2024 dels millors vins joves de Catalunya",,,,"EL CELLER","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2024/06/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lliurament llibre d'història del Tennis Taula",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","4","0.50","818460009","Ajuntament de Rubí"
"2024/06/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte La Nit dels/les Campions/es de la Delegació Comarcal del Vallès Occidental",,,,"Extern","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2024/06/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Activitats pel Dia de Música",,,,"Plaça catalunya","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/06/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acompanyament Vigo Futbol Femení",,,,"Vigo","Activitat institucional","Acte","3","10.00","818460009","Ajuntament de Rubí"
"2024/06/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","13","3.00","818460009","Ajuntament de Rubí"
"2024/06/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció d'entitats de Festa Major",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","11","3.00","818460009","Ajuntament de Rubí"
"2024/06/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Pregó Festa Major 2024",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","11","3.00","818460009","Ajuntament de Rubí"
"2024/06/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Trobada de Peres, Paus, Petres i Paules (Colla de geganters de Rubí)",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","3","0.50","818460009","Ajuntament de Rubí"
"2024/07/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/07/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","L'Alcaldessa t'informa 1: jornades sobre l'Avanç del POUM",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","7","1.50","818460009","Ajuntament de Rubí"
"2024/07/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","L'Alcaldessa t'informa 2: jornades sobre l'Avanç del POUM",,,,"ESCOLA JOAN MARAGALL [D-05]","Activitat institucional","Acte","7","1.50","818460009","Ajuntament de Rubí"
"2024/07/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/07/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita a les instal·lacions de l'empresa Top Cable",,,,"*c/ Leonardo da Vinci, 1","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2024/07/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita empresa TOP CABLE",,,,"Top Cable","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2024/07/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Sorteig pisos M. Aurèlia de Capmany",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","2","0.50","818460009","Ajuntament de Rubí"
"2024/07/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Atenció a mitjans: Presentació pla de mandat",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","13","3.00","818460009","Ajuntament de Rubí"
"2024/07/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","L'Alcaldessa t'informa 3: jornades sobre l'Avanç del POUM",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","7","1.50","818460009","Ajuntament de Rubí"
"2024/07/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/07/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/07/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Benvinguda a la ciutat dels infants saharauís",,,,"ATENEU MUNICIPAL","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2024/07/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/07/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita avi centenari",,,,"Exterior","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/07/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/07/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció Escola 8 Temps Subcampiona del món al Dance World Cup",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/07/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/07/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció a ESPORTIU RUBÍ de futbol sala femení pel èxits assolits",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","6","1.00","818460009","Ajuntament de Rubí"
"2024/07/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/07/31","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/09/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària",,,,"Domicili","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/09/05","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte inaugural d'inici de curs 2024-25",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2024/09/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escola TORRE DE LA LLEBRE (1r dia curs escolar)",,,,"ESCOLA TORRE DE LA LLEBRE","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/09/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldessa als barris",,,,"Exterior","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/09/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Tast Final dels Premis Vinari",,,,"EL CELLER [C-04]","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb l'empresa pública d'energia l'Energètica",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2024/09/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ofrena floral de la Diada Nacional de Catalunya",,,,"Plaça 11 setembre","Activitat institucional","Acte","11","3.00","818460009","Ajuntament de Rubí"
"2024/09/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de lliurament claus lloguer M. Aurèlia de Capmany",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","4","0.75","818460009","Ajuntament de Rubí"
"2024/09/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte de benvinguda alumnat de la FP Dual",,,,"RUBÍ FORMA","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2024/09/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","10","0.50","818460009","Ajuntament de Rubí"
"2024/09/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte Premis Miquel Segura i reconeixement proves NAU",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","2.00","818460009","Ajuntament de Rubí"
"2024/09/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jornada participativa adreçada a les famílies, infants i agents del món educatiu",,,,"PLAÇA PEARSON","Activitat institucional","Acte","4","4.00","818460009","Ajuntament de Rubí"
"2024/09/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","23a Bicicletada popular del Mercat municipal de Rubí 2024",,,,"MERCAT MUNICIPAL","Activitat institucional","Acte","4","4.00","818460009","Ajuntament de Rubí"
"2024/09/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Presentació nous agents policia",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","6","0.75","818460009","Ajuntament de Rubí"
"2024/09/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","ALCALDESSA INFORMA - Presentació Avda Estatut Dte. 5",,,,"CENTRE CÍVIC CA N'ORIOL","Activitat institucional","Reunió","11","1.50","818460009","Ajuntament de Rubí"
"2024/09/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb l?empresa EDP Renovables España",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","4","1.00","818460009","Ajuntament de Rubí"
"2024/09/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte en record i homenatge a les víctimes de les rierada del 25 de setembre de 1962",,,,"AAVV. 25 DE SETEMBRE [","Activitat institucional","Acte","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ple Municipal",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","3.00","818460009","Ajuntament de Rubí"
"2024/09/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte 10è aniversari Protecció Civil",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","5","2.00","818460009","Ajuntament de Rubí"
"2024/09/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte inaugural curs 2024-25 AULA D'EXTENSIÓ UNIVERSITÀRIA DE RUBI",,,,"TEATRE LA SALA","Activitat institucional","Acte","5","1.50","818460009","Ajuntament de Rubí"
"2024/09/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Presentació equips de competició + entrega de reconeixements temporada anterior",,,,"Club Natació Rubí","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2024/09/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","ALCALDESSA INFORMA - Presentació Avda Estatut Dte. 6",,,,"CENTRE CÍVIC CA N'ORIOL","Activitat institucional","Acte","9","1.50","818460009","Ajuntament de Rubí"
"2024/10/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de Govern Local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","3.00","818460009","Ajuntament de Rubí"
"2024/10/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte homenatge a la gent gran residència Rubí",,,,"Residencia Rubi","Activitat institucional","Acte","2","1.50","818460009","Ajuntament de Rubí"
