id,id_area,"AREA","SERVEI",id_carta,"CARTA","EXERCICI",ORDRE,"COMPROMISOS","OBJECTIUS_ANUALS","INDICADORS","UNITAT_COMPROMIS",COMPROMIS_ANUAL,RES_1R,RES_2R,RES_3R,RES_4R,RES_UNIC,GRAU_ACOMPLIMENT,PERCENTATGE,"CODI_ENS","NOM_ENS",id_compromis
"29","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2022","2","2.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 5 al mes","Nombre de queixes rebudes","Queixes","2.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","818460009","Ajuntament de Rubí","23"
"30","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2022","3","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir bona puntuació a les avaluacions externes de les activitats de dinamització","Resultats de les avaluacions externes","(0 a 10)","6.0","0.0","0.0","0.0","0.0","6.8","6.8","100.0","818460009","Ajuntament de Rubí","24"
"31","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2022","4","4.-Mantenir els serveis oferts als comerciants","Aconseguir un 8 de puntuació","Resultats enquestes satisfacció","(0 a 10)","10.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","818460009","Ajuntament de Rubí","25"
"32","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2022","5","5.-Mantenir col·laboració amb les entitats comercials","Mantenir la col·laboració amb les 3 entitats comercials de la ciutat","Nombre de col·laboracions realitzades","Col·laboració","10.0","0.0","0.0","0.0","0.0","10.0","10.0","100.0","818460009","Ajuntament de Rubí","26"
"155","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2023","1","1.-Donar resposta ràpida a les peticions d'informació","Donar resposta a les peticions d\'informació en 1 setmana","Temps mig de resposta 1 setmana","No informat","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","22"
"156","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2023","2","2.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 5 al mes","Nombre de queixes rebudes","Queixes","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","23"
"157","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2023","3","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir bona puntuació a les avaluacions externes de les activitats de dinamització","Resultats de les avaluacions externes","(0 a 10)","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","24"
"158","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2023","4","4.-Mantenir els serveis oferts als comerciants","Aconseguir un 8 de puntuació","Resultats enquestes satisfacció","(0 a 10)","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","25"
"159","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2023","5","5.-Mantenir col·laboració amb les entitats comercials","Mantenir la col·laboració amb les 3 entitats comercials de la ciutat","Nombre de col·laboracions realitzades","Col·laboració","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","26"
"426","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2024","1","1.-Donar resposta ràpida a les peticions d'informació","Donar resposta a les peticions d\'informació en 1 setmana","Temps mig de resposta 1 setmana","No informat","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","22"
"427","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2024","2","2.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 5 al mes","Nombre de queixes rebudes","Queixes","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","23"
"431","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2024","3","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir un 8 de puntuació","Resultats de les avaluacions externes","(0 a 10)","6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","24"
"433","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2024","4","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir un 8 de puntuació","Resultats de les avaluacions externes","Activitats","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","24"
"434","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2024","5","5.-Mantenir col·laboració amb les entitats comercials","Mantenir la col·laboració amb les 3 entitats comercials de la ciutat","Nombre de col·laboracions realitzades","Col·laboració","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","26"
"495","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2025","1","1.-Donar resposta ràpida a les peticions d'informació","Donar resposta a les peticions d\'informació en 1 setmana","Temps mig de resposta 1 setmana","No informat","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","22"
"496","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2025","2","2.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 5 al mes","Nombre de queixes rebudes","Queixes","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","23"
"497","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2025","3","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir un 8 de puntuació","Resultats de les avaluacions externes","Activitats","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","24"
"498","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2025","4","3.-Mantenir les activitats de dinamització del teixit comercial urbà","Aconseguir un 8 de puntuació","Resultats de les avaluacions externes","(0 a 10)","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","24"
"499","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","6","COMERÇ","2025","5","5.-Mantenir col·laboració amb les entitats comercials","Mantenir la col·laboració amb les 3 entitats comercials de la ciutat","Nombre de col·laboracions realitzades","Col·laboració","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","26"
"33","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","1","1.-Donar resposta ràpida a les peticions d'informació","Temps màxim 24 h","Temps de resposta a les peticions","Hores","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","27"
"34","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","2","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre de canals","Canals","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","28"
"35","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","3","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre d\'impactes per canal","Impactes","1500.0","0.0","0.0","0.0","0.0","3662.0","3662.0","100.0","818460009","Ajuntament de Rubí","28"
"36","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","4","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes per curs","Alumnes","413.5","449.0","412.0","425.0","453.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","29"
"37","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","5","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes matriculats amb NE","Alumnes (NE)","12.0","11.0","11.0","11.0","11.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","29"
"39","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","6","4.-Atendre i donar resposta ràpida a les queixes rebudes","Temps de resposta de les queixes","Respondre abans de 48 h","Hores","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","30"
"38","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2022","7","4.-Atendre i donar resposta ràpida a les queixes rebudes","Nombre de queixes presentades","Menys de 5 queixes al mes","Queixes","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","30"
"160","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","1","1.-Donar resposta ràpida a les peticions d'informació","Temps màxim 24 h","Temps de resposta a les peticions","Hores","24.0","0.0","0.0","0.0","0.0","4.0","4.0","100.0","818460009","Ajuntament de Rubí","27"
"161","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","2","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre de canals","Canals","2.0","0.0","0.0","0.0","0.0","5.0","5.0","100.0","818460009","Ajuntament de Rubí","28"
"162","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","3","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre d\'impactes per canal","Impactes","3662.0","0.0","0.0","0.0","0.0","8754.0","8754.0","100.0","818460009","Ajuntament de Rubí","28"
"163","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","4","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes per curs","Alumnes","413.0","0.0","0.0","0.0","0.0","435.0","435.0","100.0","818460009","Ajuntament de Rubí","29"
"164","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","5","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes matriculats amb NE","Alumnes (NE)","12.0","0.0","0.0","0.0","0.0","12.0","12.0","100.0","818460009","Ajuntament de Rubí","29"
"166","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","6","4.-Atendre i donar resposta ràpida a les queixes rebudes","Temps de resposta de les queixes","Respondre abans de 48 h","Hores","48.0","0.0","0.0","0.0","0.0","24.0","24.0","100.0","818460009","Ajuntament de Rubí","30"
"165","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2023","7","4.-Atendre i donar resposta ràpida a les queixes rebudes","Nombre de queixes presentades","Menys de 5 queixes al mes","Queixes","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","30"
"293","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","1","1.-Donar resposta ràpida a les peticions d'informació","Temps màxim 24 h","Temps de resposta a les peticions","Hores","24.0","0.0","0.0","0.0","0.0","23.0","23.0","100.0","818460009","Ajuntament de Rubí","27"
"295","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","2","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre d\'impactes per canal","Impactes","3662.0","0.0","0.0","0.0","0.0","40755.0","40755.0","100.0","818460009","Ajuntament de Rubí","28"
"296","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","3","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes per curs","Alumnes","435.0","0.0","0.0","0.0","0.0","499.0","499.0","100.0","818460009","Ajuntament de Rubí","29"
"297","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","4","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes matriculats amb NE","Alumnes (NE)","11.0","0.0","0.0","0.0","0.0","21.0","21.0","100.0","818460009","Ajuntament de Rubí","29"
"299","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","5","4.-Atendre i donar resposta ràpida a les queixes rebudes","Temps de resposta de les queixes","Respondre abans de 48 h","Hores","48.0","0.0","0.0","0.0","0.0","24.0","24.0","100.0","818460009","Ajuntament de Rubí","30"
"298","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2024","6","4.-Atendre i donar resposta ràpida a les queixes rebudes","Nombre de queixes presentades","Menys de 5 queixes al mes","Queixes","5.0","0.0","0.0","0.0","0.0","3.0","3.0","100.0","818460009","Ajuntament de Rubí","30"
"500","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","1","1.-Donar resposta ràpida a les peticions d'informació","Temps màxim 24 h","Temps de resposta a les peticions","Hores","24.0","0.0","0.0","0.0","0.0","23.0","23.0","100.0","818460009","Ajuntament de Rubí","27"
"501","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","2","2.-Fer arribar la informació de l'oferta formativa de l'escola a tota la població","Incrementar un 5% els impactes als canals actuals","Nombre de canals","Canals","40755.0","0.0","0.0","0.0","0.0","48470.0","48470.0","100.0","818460009","Ajuntament de Rubí","28"
"502","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","3","5.-Augmentar el numero d'alumnes amb NE","Un 2% per curs","Nombre d'alumnes per curs","Alumnes (NE)","21.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","818460009","Ajuntament de Rubí","29"
"503","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","4","5.-Augmentar el numero d'alumnes amb NE","Un 5% per curs","Nombre d\'alumnes per curs","Alumnes","435.0","0.0","0.0","0.0","0.0","506.0","506.0","100.0","818460009","Ajuntament de Rubí","29"
"504","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","5","4.-Atendre i donar resposta ràpida a les queixes rebudes","Temps de resposta de les queixes","Respondre abans de 48 h","Hores","48.0","0.0","0.0","0.0","0.0","47.0","47.0","100.0","818460009","Ajuntament de Rubí","30"
"505","5","Igualtat i Ciutadania","U039 - ESCOLA DE MÚSICA PERE BURÉS","7","ESCOLA MUNICIPAL DE MÚSICA PERE BURÉS","2025","6","4.-Atendre i donar resposta ràpida a les queixes rebudes","Nombre de queixes presentades","Menys de 5 queixes al mes","Queixes","3.0","0.0","0.0","0.0","0.0","0.1","0.1","100.0","818460009","Ajuntament de Rubí","30"
"40","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2022","1","1.-Donar resposta ràpida a les peticions d'informació","Temps mig de resposta 1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","0.0","5.0","5.0","100.0","818460009","Ajuntament de Rubí","31"
"41","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2022","2","2.-Garantir l'accés a la informació de l'escola bressol municipal a totes les famílies a través de la web","Arribar a un 50% de les famílies interessades en els serveis de bressol en relació a la població 0-3 de la ciutat","Nombre de visites a la web de les escoles bressol","Visites","4982.0","0.0","0.0","0.0","0.0","4982.0","4982.0","100.0","818460009","Ajuntament de Rubí","32"
"42","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2022","3","3.-Millorar la satisfacció de les famílies usuàries","Igual o major a 7","Grau de satisfacció","(0 a 10)","7.0","0.0","0.0","0.0","0.0","8.7","8.7","100.0","818460009","Ajuntament de Rubí","33"
"43","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2022","4","4.-Garantir informació mensual a les famílies sobre el servei de menjador","11 menús per infants  al llarg del curs","Nombre d\'informes mensuals","Informe","11.0","0.0","0.0","0.0","0.0","11.0","11.0","100.0","818460009","Ajuntament de Rubí","34"
"167","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2023","1","1.-Donar resposta ràpida a les peticions d'informació","Temps mig de resposta 1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","0.0","5.0","5.0","100.0","818460009","Ajuntament de Rubí","31"
"168","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2023","2","2.-Garantir l'accés a la informació de l'escola bressol municipal a totes les famílies a través de la web","Arribar a un 50% de les famílies interessades en els serveis de bressol en relació a la població 0-3 de la ciutat","Nombre de visites a la web de les escoles bressol","Visites","2579.0","0.0","0.0","0.0","0.0","2579.0","2579.0","100.0","818460009","Ajuntament de Rubí","32"
"169","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2023","3","3.-Millorar la satisfacció de les famílies usuàries","Igual o major a 7","Grau de satisfacció","(0 a 10)","7.0","0.0","0.0","0.0","0.0","8.5","8.5","100.0","818460009","Ajuntament de Rubí","33"
"170","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2023","4","4.-Garantir informació mensual a les famílies sobre el servei de menjador","11 menús per infants  al llarg del curs","Nombre d\'informes mensuals","Informe","11.0","0.0","0.0","0.0","0.0","11.0","11.0","100.0","818460009","Ajuntament de Rubí","34"
"300","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2024","1","1.-Donar resposta ràpida a les peticions d'informació","Temps mig de resposta 1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","0.0","5.0","5.0","100.0","818460009","Ajuntament de Rubí","31"
"425","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2024","2","2.-Garantir l'accés a la informació de l'escola bressol municipal a totes les famílies a través de la web","Arribar a un 50% de les famílies interessades en els serveis de bressol en relació a la població 0-3 de la ciutat","Nombre de visites a la web de les escoles bressol","Visites","2455.0","0.0","0.0","0.0","0.0","2455.0","2455.0","100.0","818460009","Ajuntament de Rubí","32"
"302","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2024","3","3.-Millorar la satisfacció de les famílies usuàries","Igual o major a 7","Grau de satisfacció","(0 a 10)","7.0","0.0","0.0","0.0","0.0","9.0","9.0","100.0","818460009","Ajuntament de Rubí","33"
"303","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2024","4","4.-Garantir informació mensual a les famílies sobre el servei de menjador","11 menús per infants  al llarg del curs","Nombre d\'informes mensuals","Informe","11.0","0.0","0.0","0.0","0.0","11.0","11.0","100.0","818460009","Ajuntament de Rubí","34"
"506","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2025","1","1.-Donar resposta ràpida a les peticions d'informació","Temps mig de resposta 1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","0.0","6.0","6.0","100.0","818460009","Ajuntament de Rubí","31"
"507","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2025","2","2.-Garantir l'accés a la informació de l'escola bressol municipal a totes les famílies a través de la web","Arribar a un 50% de les famílies interessades en els serveis de bressol en relació a la població 0-3 de la ciutat","Nombre de visites a la web de les escoles bressol","Visites","2130.0","0.0","0.0","0.0","0.0","2130.0","2130.0","100.0","818460009","Ajuntament de Rubí","32"
"508","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2025","3","3.-Millorar la satisfacció de les famílies usuàries","Igual o major a 7","Grau de satisfacció","(0 a 10)","7.0","0.0","0.0","0.0","0.0","8.8","8.8","100.0","818460009","Ajuntament de Rubí","33"
"509","5","Igualtat i Ciutadania","U036 - SERVEI D'EDUCACIÓ","8","ESCOLES BRESSOL MUNICIPALS","2025","4","4.-Garantir informació mensual a les famílies sobre el servei de menjador","11 menús per infants  al llarg del curs","Nombre d\'informes mensuals","Informe","11.0","0.0","0.0","0.0","0.0","11.0","11.0","100.0","818460009","Ajuntament de Rubí","34"
"393","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2024","1","Donar suport tècnic i assessorament a les entitats de gent gran","Mínim 3 l'any","Nombre de demandes ateses","Actuacions","3.0","4.0","6.0","6.0","4.0","0.0","20.0","100.0","818460009","Ajuntament de Rubí","113"
"394","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2024","2","Oferir un programa d'activitats per a les persones grans relacionades amb els diferents àmbits: cultura, natura, salut, creativitat ...","Igual o superior a 10","Nombre d'activitats organitzades al semestre","Activitats","10.0","15.0","32.0","0.0","5.0","0.0","52.0","100.0","818460009","Ajuntament de Rubí","114"
"395","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2024","3","Oferir un programa d'activitats d'intercanvi intergeneracional pels centres educatius","Igual o superior a 10","Nombre d'activitats realitzades als centres educatius","Activitats","10.0","2.0","16.0","0.0","5.0","0.0","23.0","100.0","818460009","Ajuntament de Rubí","115"
"396","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2024","4","Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les necessitats de les persones grans","Mínim 2 anuals","Nombre d'accions impulsades entre el Servei de gent Gran Activa i altres serveis municipals","Accions","2.0","2.0","4.0","3.0","4.0","0.0","13.0","100.0","818460009","Ajuntament de Rubí","116"
"510","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2025","1","Donar suport tècnic i assessorament a les entitats de gent gran","Mínim 3 l'any","Nombre de demandes ateses","Actuacions","3.0","3.0","6.0","5.0","0.0","0.0","14.0","100.0","818460009","Ajuntament de Rubí","113"
"511","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2025","2","Oferir un programa d'activitats per a les persones grans relacionades amb els diferents àmbits: cultura, natura, salut, creativitat ...","Igual o superior a 10","Nombre d'activitats organitzades al semestre","Activitats","10.0","23.0","29.0","10.0","0.0","0.0","62.0","100.0","818460009","Ajuntament de Rubí","114"
"512","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2025","3","Oferir un programa d'activitats d'intercanvi intergeneracional pels centres educatius","Igual o superior a 10","Nombre d'activitats realitzades als centres educatius","Activitats","10.0","4.0","19.0","0.0","0.0","0.0","23.0","100.0","818460009","Ajuntament de Rubí","115"
"513","5","Igualtat i Ciutadania","U093 - SERVEI DE GENT GRAN ACTIVA","25","GENT GRAN","2025","4","Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les necessitats de les persones grans","Mínim 2 anuals","Nombre d'accions impulsades entre el Servei de gent Gran Activa i altres serveis municipals","Accions","2.0","6.0","5.0","5.0","0.0","0.0","16.0","100.0","818460009","Ajuntament de Rubí","116"
"45","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2022","2","Actualitzar la informació del Portal de Transparència","100% ítems","Nombre d\'ítems","Ítems","145.0","127.0","127.0","138.0","138.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","36"
"46","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2022","3","Mantenir actualitzat el portal de dades obertes","5% anual","Nombre de bases de dades","Bases de dades","70.0","67.0","67.0","67.0","67.0","0.0","67.0","0.0","818460009","Ajuntament de Rubí","37"
"47","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2022","4","Mantenir i millorar les avaluacions externes","100% de valoració","Resultats a les avaluacions externes","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","38"
"48","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2022","5","Ampliar els processos participatius","2 processos/any","Nombre de processos participatius","Processos participatius","10.0","1.0","7.0","3.0","5.0","0.0","16.0","100.0","818460009","Ajuntament de Rubí","39"
"49","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2022","6","Incrementar la participació en processos normatius","10% anual","Persones participants als processos","Persones","5000.0","1161.0","1758.0","3756.0","7596.0","0.0","3567.75","0.0","818460009","Ajuntament de Rubí","40"
"172","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2023","2","Actualitzar la informació del Portal de Transparència","100% ítems","Nombre d\'ítems","Ítems","145.0","127.0","140.0","148.0","150.0","0.0","565.0","100.0","818460009","Ajuntament de Rubí","36"
"173","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2023","3","Mantenir actualitzat el portal de dades obertes","5% anual","Nombre de bases de dades","Bases de dades","67.0","67.0","70.0","71.0","72.0","0.0","280.0","100.0","818460009","Ajuntament de Rubí","37"
